,0,1
0,-6.826901914820866,3.9947756048288214
1,-6.579342163040752,5.707343009752417
2,-4.5805213655142785,5.570501195644187
3,-3.6396510850424693,6.1235410778826385
4,-2.9883033056035475,-0.4461362580074631
5,-5.10606298797932,5.907914836518316
6,-5.077285743353107,6.179627454165918
7,-4.6076622198433395,3.8931992027039963
8,4.313690810030849,0.8412293052134493
9,-4.170683936567059,4.183162142696713
10,-3.733636763960831,3.050639669321425
11,-6.429372861282882,4.996339892401348
12,-6.046021905662846,4.952695775266526
13,-5.886211500444955,4.545556889536997
14,-6.620093086843332,4.670524093779595
15,-4.232313670758634,5.425779417670652
16,-4.685698226493404,4.231739211839205
17,-5.354201609935481,5.108061668419779
18,7.695666142891707,-1.7569439785721317
19,-4.52676847523443,4.693488770436838
20,-6.71675289742619,4.375082037749781
21,-6.448505745341712,3.950519955864061
22,-5.69072105379333,5.514924059312461
23,-5.111166663012766,3.902567143618942
24,-5.2634322375511395,5.335503993730804
25,-3.635905664214437,6.687342327029895
26,-6.238022415351588,3.7903741836892024
27,-4.22114414429769,3.9715824697258095
28,-4.785648847212618,4.584864535238682
29,-5.531476600887016,5.113812186120777
30,-6.676046667008189,4.75563747277711
31,-5.881448136473447,5.287128609791118
32,-7.122666765686527,4.431854962754581
33,-5.813834328989131,5.414411247207439
34,-4.624381734685251,4.825427425278552
35,-6.972142767879456,4.414321965679948
36,-3.468272993693966,4.225998200399482
37,6.852082646580157,-1.6896689136371394
38,-5.513606160738226,5.409984874264081
39,-5.404117968155945,4.595117664197175
40,-4.60028625906858,4.483146309289541
41,-4.0885000143881305,4.269712627110072
42,-6.569193421277107,4.145731550963547
43,-3.9442198485486126,5.896493383039673
44,-4.4825639132367865,5.060311113232821
45,6.187053297435599,-0.327468974179124
46,-5.797264023110385,4.8666860504090375
47,-4.484552235174989,6.260933068375607
48,-5.490161886787183,3.1083094000178844
49,-7.913369686739944,4.284132758247584
50,-5.051852526277507,4.512121815615888
51,-4.977907028695322,5.361395685494048
52,-6.030084119580585,5.5651485897372055
53,-6.029593196443723,3.7855468691414993
54,-5.090519633695411,4.501692232092682
55,-4.975092620441319,6.098075683090053
56,-4.289835905986284,5.240306220754566
57,-7.076644100852297,5.041019425237058
58,-7.669829515256039,4.2506231067460405
59,-6.067687571755266,5.319994670827602
60,-5.387291866911233,-1.8056006421930622
61,-4.352701433004397,5.865964975671102
62,-3.941058406270263,6.28289376636693
63,-3.765852484956574,5.984927532829497
64,-4.087988198945414,4.52185892287759
65,-5.537742895293708,5.689883056441797
66,-4.812610552783495,5.636280461212312
67,-4.057240133513514,5.889365520693185
68,-4.29013596917441,6.041542995215889
69,-3.847953556174017,5.899676757984834
70,-5.531625028344741,6.14648001317723
71,5.13248300152397,0.08259606705034475
72,6.576990110969034,-2.315124151472288
73,-4.044471272289783,4.315873098323935
74,-5.381353933602146,5.388592932726064
75,-4.601589601247989,5.015854326200514
76,-5.497414981086536,6.019625026571853
77,-4.592215051947585,4.5036204134611015
78,-5.31646683662187,4.348285492985201
79,-4.511031898478626,4.943832696559541
80,-3.889056332559888,3.9712903279514498
81,-6.231682134513762,3.648740696298573
82,-5.473853916385798,4.759760573708938
83,-3.4568722992859517,5.852935316513698
84,-6.201789236835044,4.92559543194281
